opcode_prefix,source_file,game_name,cheat_name,original_code_line,following_code_line_if_relevant,position_in_cheat,inferred_role,address_field,possible_saturn_address,value_field,address_range_guess,value_width_guess,confidence_low_medium_high,candidate_support_path,risk,notes
B6,libretro-sega-saturn\Shining Wisdom (GameShark).cht,Shining Wisdom,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Shinobi Legions (GameShark).cht,Shinobi Legions,Master Code,F602ADD4+C305,B6002800+0000,1/2,master/enabler first record,0x02ADD4,0x0602ADD4,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Shinobi Legions (GameShark).cht,Shinobi Legions,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\SimCity 2000 (GameShark).cht,SimCity 2000,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\SimCity 2000 (GameShark).cht,SimCity 2000,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Slam n Jam 96 (GameShark).cht,Slam n Jam 96,Master Code,F6000924+C305,B6002800+0000,1/2,master/enabler first record,0x000924,0x06000924,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Slam n Jam 96 (GameShark).cht,Slam n Jam 96,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Solar Eclipse (GameShark).cht,Solar Eclipse,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Solar Eclipse (GameShark).cht,Solar Eclipse,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
10,libretro-sega-saturn\Solar Eclipse (GameShark).cht,Solar Eclipse,Infinite Lives & Missiles,10265374+0909,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x265374,0x00265374,0x0909,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Solar Eclipse (GameShark).cht,Solar Eclipse,Infinite Energy,102652B8+0069,10265278+0069,1/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x2652B8,0x002652B8,0x0069,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Solar Eclipse (GameShark).cht,Solar Eclipse,Infinite Energy,10265278+0069,,2/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x265278,0x00265278,0x0069,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
F6,libretro-sega-saturn\Sonic 3D Blast (GameShark).cht,Sonic 3D Blast,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Sonic 3D Blast (GameShark).cht,Sonic 3D Blast,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Sonic R (GameShark).cht,Sonic R,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Sonic R (GameShark).cht,Sonic R,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Spot Goes To Hollywood (GameShark).cht,Spot Goes To Hollywood,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Spot Goes To Hollywood (GameShark).cht,Spot Goes To Hollywood,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Star Fighter (GameShark).cht,Star Fighter,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Star Fighter (GameShark).cht,Star Fighter,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,Master Code,F6000914+C305,,1/1,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
D6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,25% Energy P1,D605099C+0070,16050A86+001C,1/4,conditional compare candidate before direct write,0x05099C,0x0605099C,0x0070,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,50% Energy P1,D605099C+0070,16050A86+0038,1/4,conditional compare candidate before direct write,0x05099C,0x0605099C,0x0070,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,75% Energy P1,D605099C+0070,16050A86+0054,1/4,conditional compare candidate before direct write,0x05099C,0x0605099C,0x0070,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,1-Hit Death P1,D605099C+0070,16050A86+0001,1/4,conditional compare candidate before direct write,0x05099C,0x0605099C,0x0070,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,25% Energy P2,D6050D3C+0070,16050E26+001C,1/4,conditional compare candidate before direct write,0x050D3C,0x06050D3C,0x0070,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,50% Energy P2,D6050D3C+0070,16050E26+0038,1/4,conditional compare candidate before direct write,0x050D3C,0x06050D3C,0x0070,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,75% Energy P2,D6050D3C+0070,16050E26+0054,1/4,conditional compare candidate before direct write,0x050D3C,0x06050D3C,0x0070,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter - The Movie (GameShark).cht,Street Fighter - The Movie,1-Hit Death P2,D6050D3C+0070,16050E26+0001,1/4,conditional compare candidate before direct write,0x050D3C,0x06050D3C,0x0070,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
F6,libretro-sega-saturn\Street Fighter Alpha - Warriors Dreams (GameShark).cht,Street Fighter Alpha - Warriors Dreams,Master Code,F6000924+FFFF,,1/1,master/enabler first record,0x000924,0x06000924,0xFFFF,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,Master Code,F6000924+FFFF,,1/1,master/enabler first record,0x000924,0x06000924,0xFFFF,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
D6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,25% Energy P1,D604CB14+0090,1604CB14+0024,1/2,conditional compare candidate before direct write,0x04CB14,0x0604CB14,0x0090,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,50% Energy P1,D604CB14+0090,1604CB14+0048,1/2,conditional compare candidate before direct write,0x04CB14,0x0604CB14,0x0090,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,75% Energy P1,D604CB14+0090,1604CB14+006C,1/2,conditional compare candidate before direct write,0x04CB14,0x0604CB14,0x0090,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,25% Energy P2,D604CF14+0090,1604CF14+0024,1/2,conditional compare candidate before direct write,0x04CF14,0x0604CF14,0x0090,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,50% Energy P2,D604CF14+0090,1604CF14+0048,1/2,conditional compare candidate before direct write,0x04CF14,0x0604CF14,0x0090,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,75% Energy P2,D604CF14+0090,1604CF14+006C,1/2,conditional compare candidate before direct write,0x04CF14,0x0604CF14,0x0090,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,1-Hit Death P1,D604CB14+0090,1604CB14+0001,1/2,conditional compare candidate before direct write,0x04CB14,0x0604CB14,0x0090,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
D6,libretro-sega-saturn\Street Fighter Alpha 2 (GameShark).cht,Street Fighter Alpha 2,1-Hit Death P2,D604CF14+0090,1604CF14+0001,1/2,conditional compare candidate before direct write,0x04CF14,0x0604CF14,0x0090,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,medium,Future conditional read/compare/apply-next RTL format only after semantics are confirmed.,medium-high correctness and timing risk; requires read/compare/apply sequencing,"unsupported or mixed record types: conditional_d6,simple_16bit Following token captured because D6 commonly gates the next write."
F6,libretro-sega-saturn\Street Fighter Collection (GameShark).cht,Street Fighter Collection,Master Code,F6000924+FFFF,,1/1,master/enabler first record,0x000924,0x06000924,0xFFFF,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Super Puzzle Fighter II Turbo (GameShark).cht,Super Puzzle Fighter II Turbo,Master Code,F6000914+C305,,1/1,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Tempest 2000 (GameShark).cht,Tempest 2000,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Tempest 2000 (GameShark).cht,Tempest 2000,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Theme Park (GameShark).cht,Theme Park,Master Code,F6000914+C305,B6002800+0001,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Theme Park (GameShark).cht,Theme Park,Master Code,B6002800+0001,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0001,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Three Dirty Dwarves (GameShark).cht,Three Dirty Dwarves,Master Code,F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Three Dirty Dwarves (GameShark).cht,Three Dirty Dwarves,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Master Code,F60073C6+C305,B6002800+0000,1/2,master/enabler first record,0x0073C6,0x060073C6,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Master Code,B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (The Caves),10245F7A+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x245F7A,0x00245F7A,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (City of Vicabama),1023A5FE+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x23A5FE,0x0023A5FE,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Lost Valley),1022DFA2+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x22DFA2,0x0022DFA2,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (Tomb of Qualopec),1025DE42+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x25DE42,0x0025DE42,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,libretro-sega-saturn\Tomb Raider (GameShark).cht,Tomb Raider,Infinite Health (St. Francis Folly),1023C91A+03E8,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x23C91A,0x0023C91A,0x03E8,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
